all_trips_v2$member_casual,all_trips_v2$end_station_name,all_trips_v2$ride_id
casual,N Sheffield Ave & W Wellington Ave,407
member,N Sheffield Ave & W Wellington Ave,346
casual,N Shore Channel Trail & Argyle Ave,6
member,N Shore Channel Trail & Argyle Ave,1
casual,N Shore Channel Trail & Argyle St,68
member,N Shore Channel Trail & Argyle St,54
casual,N Southport Ave & W Newport Ave,243
member,N Southport Ave & W Newport Ave,201
casual,Narragansett & Irving Park,76
member,Narragansett & Irving Park,57
casual,Narragansett & McLean,20
member,Narragansett & McLean,6
casual,Narragansett & Wrightwood,157
member,Narragansett & Wrightwood,47
casual,Narragansett Ave & Fullerton Ave,2
member,Narragansett Ave & Fullerton Ave,5
casual,Narragansett Ave & School St,51
member,Narragansett Ave & School St,20
casual,Neva Ave & Grand Ave,2
member,Neva Ave & Grand Ave,3
casual,New St & Illinois St,13209
member,New St & Illinois St,12728
casual,Newcastle Ave & Belden Ave,6
member,Newcastle Ave & Belden Ave,6
casual,Newcastle Ave & Wellington Ave,1
casual,Noble St & Milwaukee Ave,3271
member,Noble St & Milwaukee Ave,5779
casual,Nordica & Medill,45
member,Nordica & Medill,27
casual,Normal Ave & Archer Ave,352
member,Normal Ave & Archer Ave,760
casual,North Ave & New England Ave,23
member,North Ave & New England Ave,23
casual,Oak Park & Wellington,90
member,Oak Park & Wellington,33
casual,Oakley Ave & Irving Park Rd,1011
member,Oakley Ave & Irving Park Rd,1595
casual,Oakley Ave & Touhy Ave,290
member,Oakley Ave & Touhy Ave,348
casual,Ogden Ave & Chicago Ave,4607
member,Ogden Ave & Chicago Ave,6861
casual,Ogden Ave & Congress Pkwy,632
member,Ogden Ave & Congress Pkwy,2074
casual,Ogden Ave & Race Ave,3761
member,Ogden Ave & Race Ave,7193
casual,Ogden Ave & Roosevelt Rd,614
member,Ogden Ave & Roosevelt Rd,736
casual,Oglesby Ave & 100th St,75
member,Oglesby Ave & 100th St,14
member,Oglesby Ave & 95th St,4
casual,Oketo Ave & Addison St,50
member,Oketo Ave & Addison St,6
casual,Olive Harvey College,5
member,Olive Harvey College,14
casual,Orange & Addison,76
member,Orange & Addison,30
casual,Orleans St & Chestnut St (NEXT Apts),4223
member,Orleans St & Chestnut St (NEXT Apts),6149
casual,Orleans St & Elm St,1984
member,Orleans St & Elm St,3064
casual,Orleans St & Hubbard St,3066
member,Orleans St & Hubbard St,6790
casual,Orleans St & Merchandise Mart Plaza,5511
member,Orleans St & Merchandise Mart Plaza,12242
casual,Panama Ave & Grace St,19
member,Panama Ave & Grace St,1
casual,Parkside Ave & Armitage Ave,7
casual,Paulina Ave & North Ave,3995
member,Paulina Ave & North Ave,5318
casual,Paulina St & 18th St,1937
member,Paulina St & 18th St,2413
casual,Paulina St & Flournoy St,1525
member,Paulina St & Flournoy St,8135
casual,Paulina St & Howard St,581
member,Paulina St & Howard St,1624
casual,Paulina St & Montrose Ave,1170
member,Paulina St & Montrose Ave,2099
casual,Pawel Bialowas - Test- PBSC charging station,1
casual,Peoria St & Jackson Blvd,5327
member,Peoria St & Jackson Blvd,10596
member,Perry Ave & 108th Pl,2
casual,Perry Ave & 69th St,101
member,Perry Ave & 69th St,22
casual,Phillips Ave & 79th St,214
member,Phillips Ave & 79th St,46
casual,Phillips Ave & 83rd St,59
member,Phillips Ave & 83rd St,15
casual,Pine Grove Ave & Irving Park Rd,6024
member,Pine Grove Ave & Irving Park Rd,8039
casual,Pine Grove Ave & Waveland Ave,7680
member,Pine Grove Ave & Waveland Ave,11644
casual,Ping Tom Park (East),21
member,Ping Tom Park (East),36
casual,Plainfield & Irving Park,66
member,Plainfield & Irving Park,2
casual,Prairie Ave & 43rd St,544
member,Prairie Ave & 43rd St,228
casual,Prairie Ave & 47th St - midblock,3
member,Prairie Ave & 47th St - midblock,3
casual,Prairie Ave & Garfield Blvd,575
member,Prairie Ave & Garfield Blvd,492
casual,Princeton Ave & 47th St,244
member,Princeton Ave & 47th St,150
casual,Princeton Ave & Garfield Blvd,166
member,Princeton Ave & Garfield Blvd,105
casual,Prospect Sq & 91st St,187
member,Prospect Sq & 91st St,41
casual,Pulaski & 52nd,6
casual,Pulaski & Ann Lurie Pl,11
member,Pulaski & Ann Lurie Pl,11
casual,Pulaski Rd & 21st St,57
member,Pulaski Rd & 21st St,49
casual,Pulaski Rd & 41st,2
casual,Pulaski Rd & 44th St,6
member,Pulaski Rd & 44th St,10
casual,Pulaski Rd & 51st St,77
member,Pulaski Rd & 51st St,60
casual,Pulaski Rd & 60th St,11
member,Pulaski Rd & 60th St,6
casual,Pulaski Rd & Armitage Ave,10
member,Pulaski Rd & Armitage Ave,3
casual,Pulaski Rd & Congress Pkwy,118
member,Pulaski Rd & Congress Pkwy,28
casual,Pulaski Rd & Eddy St (Temp),304
member,Pulaski Rd & Eddy St (Temp),165
casual,Pulaski Rd & Fullerton Ave,14
member,Pulaski Rd & Fullerton Ave,10
casual,Pulaski Rd & Lake St,156
member,Pulaski Rd & Lake St,80
casual,Pullman - Planet Fitness,1
member,Pullman - Walmart,2
casual,Racine Ave & 109th Pl,2
member,Racine Ave & 109th Pl,1
casual,Racine Ave & 13th St,674
member,Racine Ave & 13th St,539
casual,Racine Ave & 15th St,1246
member,Racine Ave & 15th St,1778
casual,Racine Ave & 18th St,2859
member,Racine Ave & 18th St,4194
casual,Racine Ave & 35th St,494
member,Racine Ave & 35th St,639
casual,Racine Ave & 61st St,34
member,Racine Ave & 61st St,30
casual,Racine Ave & 65th St,36
member,Racine Ave & 65th St,8
casual,Racine Ave & 76th,2
casual,Racine Ave & Belmont Ave,6963
member,Racine Ave & Belmont Ave,7577
casual,Racine Ave & Congress Pkwy,1113
member,Racine Ave & Congress Pkwy,3895
casual,Racine Ave & Fullerton Ave,4683
member,Racine Ave & Fullerton Ave,11602
casual,Racine Ave & Garfield Blvd,115
member,Racine Ave & Garfield Blvd,21
casual,Racine Ave & Randolph St,1937
member,Racine Ave & Randolph St,3365
casual,Racine Ave & Washington Blvd,1797
member,Racine Ave & Washington Blvd,3370
casual,Racine Ave & Wrightwood Ave,3406
member,Racine Ave & Wrightwood Ave,5520
casual,Rainbow Beach,195
member,Rainbow Beach,55
casual,Ravenswood Ave & Berteau Ave,1175
member,Ravenswood Ave & Berteau Ave,2654
casual,Ravenswood Ave & Irving Park Rd,1819
member,Ravenswood Ave & Irving Park Rd,3823
casual,Ravenswood Ave & Lawrence Ave,3906
member,Ravenswood Ave & Lawrence Ave,8677
casual,Rhodes Ave & 32nd St,1105
member,Rhodes Ave & 32nd St,2785
casual,Rhodes Ave & 71st St,74
member,Rhodes Ave & 71st St,9
casual,Richmond St & 59th St,24
member,Richmond St & 59th St,4
casual,Richmond St & Diversey Ave,1341
member,Richmond St & Diversey Ave,1122
casual,Richmond St & Lincoln Ave,22
member,Richmond St & Lincoln Ave,25
casual,Ridge Blvd & Howard St,256
member,Ridge Blvd & Howard St,404
casual,Ridge Blvd & Touhy Ave,333
member,Ridge Blvd & Touhy Ave,430
casual,Ritchie Ct & Banks St,6039
member,Ritchie Ct & Banks St,7354
casual,Robert Fulton Elementary School,3
casual,Rockwell & 111th St,1
casual,Rockwell Ave & Touhy Ave,6
member,Rockwell Ave & Touhy Ave,3
casual,Rockwell St & 57th St,29
member,Rockwell St & 57th St,12
casual,Rockwell St & 63rd St,14
member,Rockwell St & 63rd St,4
casual,Rockwell St & Archer Ave,54
member,Rockwell St & Archer Ave,42
casual,Rockwell St & Cermak Rd,51
member,Rockwell St & Cermak Rd,80
casual,Rockwell St & Eastwood Ave,776
member,Rockwell St & Eastwood Ave,1911
casual,Rockwell St & Fletcher St,156
member,Rockwell St & Fletcher St,111
casual,Roscoe & Harlem,27
member,Roscoe & Harlem,15
casual,Rush St & Cedar St,9348
member,Rush St & Cedar St,10620
casual,Rush St & Hubbard St,3867
member,Rush St & Hubbard St,5673
casual,Rush St & Superior St,7996
member,Rush St & Superior St,11342
casual,Rutherford Ave & Belmont Ave,1
casual,S Aberdeen St & W 106th St,13
member,S Aberdeen St & W 106th St,6
casual,S Michigan Ave & E 118th St,1
casual,S Wentworth Ave & W 111th St,10
member,S Wentworth Ave & W 111th St,2
casual,Sacramento Ave & 25th St,12
member,Sacramento Ave & 25th St,8
casual,Sacramento Ave & Devon Ave,4
member,Sacramento Ave & Devon Ave,3
casual,Sacramento Ave & Greenleaf Ave,6
member,Sacramento Ave & Greenleaf Ave,1
casual,Sacramento Ave & Pershing Rd,49
member,Sacramento Ave & Pershing Rd,15
casual,Sacramento Blvd & Addison St,68
member,Sacramento Blvd & Addison St,44
casual,Sacramento Blvd & Franklin Blvd,126
member,Sacramento Blvd & Franklin Blvd,217
casual,Sacramento Blvd & Fulton Ave,8
member,Sacramento Blvd & Fulton Ave,22
casual,Sacramento Blvd & Polk St,7
member,Sacramento Blvd & Polk St,3
casual,Sangamon St & Washington Blvd,4011
member,Sangamon St & Washington Blvd,6711
casual,Sawyer Ave & 111th St,1
casual,Sawyer Ave & Bryn Mawr Ave - SE,1
member,Sawyer Ave & Bryn Mawr Ave - SE,2
casual,Sawyer Ave & Irving Park Rd,552
member,Sawyer Ave & Irving Park Rd,534
casual,Sawyer Ave & Lawrence Ave,1
member,Sawyer Ave & Lawrence Ave,1
casual,Sayre & Diversey,39
member,Sayre & Diversey,7
casual,Sedgwick St & Huron St,3585
member,Sedgwick St & Huron St,8723
casual,Sedgwick St & North Ave,7290
member,Sedgwick St & North Ave,9786
casual,Sedgwick St & Schiller St,2413
member,Sedgwick St & Schiller St,2953
casual,Sedgwick St & Webster Ave,6223
member,Sedgwick St & Webster Ave,8779
casual,Seeley Ave & Garfield Blvd,70
member,Seeley Ave & Garfield Blvd,12
casual,Seeley Ave & Roscoe St,2595
member,Seeley Ave & Roscoe St,3257
casual,Shabbona Park,33
member,Shabbona Park,9
casual,Shedd Aquarium,21096
member,Shedd Aquarium,5197
casual,Sheffield Ave & Fullerton Ave,6914
member,Sheffield Ave & Fullerton Ave,14343
casual,Sheffield Ave & Kingsbury St,4668
member,Sheffield Ave & Kingsbury St,9114
casual,Sheffield Ave & Waveland Ave,13003
member,Sheffield Ave & Waveland Ave,10232
casual,Sheffield Ave & Webster Ave,7256
member,Sheffield Ave & Webster Ave,10057
casual,Sheffield Ave & Wellington Ave,7576
member,Sheffield Ave & Wellington Ave,9943
casual,Sheffield Ave & Willow St,4693
member,Sheffield Ave & Willow St,8459
casual,Sheffield Ave & Wrightwood Ave,7420
member,Sheffield Ave & Wrightwood Ave,8614
casual,Sheridan Rd & Buena Ave,2871
member,Sheridan Rd & Buena Ave,5738
casual,Sheridan Rd & Columbia Ave,1366
member,Sheridan Rd & Columbia Ave,2450
casual,Sheridan Rd & Greenleaf Ave,1060
member,Sheridan Rd & Greenleaf Ave,1085
casual,Sheridan Rd & Irving Park Rd,5744
member,Sheridan Rd & Irving Park Rd,8795
casual,Sheridan Rd & Lawrence Ave,2339
member,Sheridan Rd & Lawrence Ave,4045
casual,Sheridan Rd & Loyola Ave,2053
member,Sheridan Rd & Loyola Ave,2379
casual,Sheridan Rd & Montrose Ave,5626
member,Sheridan Rd & Montrose Ave,9394
casual,Sheridan Rd & Noyes St (NU),2634
member,Sheridan Rd & Noyes St (NU),3006
casual,Shields Ave & 28th Pl,630
member,Shields Ave & 28th Pl,1220
casual,Shields Ave & 31st St,549
member,Shields Ave & 31st St,2590
casual,Shields Ave & 43rd St,94
member,Shields Ave & 43rd St,36
casual,Shore Dr & 55th St,5869
member,Shore Dr & 55th St,6008
casual,Smith Park,935
member,Smith Park,1422
casual,South Chicago Ave & 83rd St,72
member,South Chicago Ave & 83rd St,16
casual,South Chicago Ave & Elliot Ave,29
member,South Chicago Ave & Elliot Ave,9
casual,South Shore Dr & 67th St,695
member,South Shore Dr & 67th St,372
casual,South Shore Dr & 71st St,720
member,South Shore Dr & 71st St,707
casual,South Shore Dr & 74th St,275
member,South Shore Dr & 74th St,141
casual,Southport Ave & Belmont Ave,4814
member,Southport Ave & Belmont Ave,5679
casual,Southport Ave & Clark St,1137
member,Southport Ave & Clark St,2055
casual,Southport Ave & Clybourn Ave,4783
member,Southport Ave & Clybourn Ave,6448
casual,Southport Ave & Irving Park Rd,2487
member,Southport Ave & Irving Park Rd,5138
casual,Southport Ave & Roscoe St,8472
member,Southport Ave & Roscoe St,11662
casual,Southport Ave & Waveland Ave,7523
member,Southport Ave & Waveland Ave,10712
casual,Southport Ave & Wellington Ave,5376
member,Southport Ave & Wellington Ave,7732
casual,Southport Ave & Wrightwood Ave,6306
member,Southport Ave & Wrightwood Ave,6669
casual,Spaulding Ave & 16th St,51
member,Spaulding Ave & 16th St,26
casual,Spaulding Ave & 63rd St,31
member,Spaulding Ave & 63rd St,12
casual,Spaulding Ave & Armitage Ave,2394
member,Spaulding Ave & Armitage Ave,1702
casual,Spaulding Ave & Bryn Mawr Ave,4
member,Spaulding Ave & Bryn Mawr Ave,4
casual,Spaulding Ave & Division St,959
member,Spaulding Ave & Division St,983
casual,Spaulding Ave & Evergreen Ave,9
member,Spaulding Ave & Evergreen Ave,10
casual,Spaulding Ave & Foster Ave,1
member,Spaulding Ave & Foster Ave,1
casual,Spaulding Ave & North Ave,4
member,Spaulding Ave & North Ave,12
casual,Springfield Ave & 47th St,37
member,Springfield Ave & 47th St,8
casual,Springfield Ave & 63rd St,3
casual,St Louis Ave & 59th St,59
member,St Louis Ave & 59th St,5
casual,St Louis Ave & Berteau Ave,3
casual,St Louis Ave & Norman Bobbins Ave,46
member,St Louis Ave & Norman Bobbins Ave,4
casual,St. Clair St & Erie St,11150
member,St. Clair St & Erie St,17949
casual,St. Louis Ave & Balmoral Ave,365
member,St. Louis Ave & Balmoral Ave,385
casual,St. Louis Ave & Fullerton Ave,1501
member,St. Louis Ave & Fullerton Ave,1504
casual,State St & 123rd St,159
member,State St & 123rd St,11
casual,State St & 19th St,1396
member,State St & 19th St,1643
casual,State St & 29th St,386
member,State St & 29th St,649
casual,State St & 33rd St,1395
member,State St & 33rd St,9341
casual,State St & 35th St,975
member,State St & 35th St,3476
casual,State St & 54th St,97
member,State St & 54th St,64
casual,State St & 76th St,36
member,State St & 76th St,9
casual,State St & 79th St,163
member,State St & 79th St,37
casual,State St & 95th St,260
member,State St & 95th St,76
casual,State St & Chicago Ave,1100
member,State St & Chicago Ave,2559
casual,State St & Harrison St,4580
member,State St & Harrison St,3926
casual,State St & Kinzie St,9588
member,State St & Kinzie St,10854
casual,State St & Pearson St,4141
member,State St & Pearson St,6368
casual,State St & Pershing Rd,110
member,State St & Pershing Rd,195
casual,State St & Randolph St,9001
member,State St & Randolph St,10355
casual,State St & Van Buren St,3347
member,State St & Van Buren St,5466
casual,Stave St & Armitage Ave,2045
member,Stave St & Armitage Ave,2524
casual,Steelworkers Park,6
member,Steelworkers Park,6
casual,Stetson Ave & South Water St,5922
member,Stetson Ave & South Water St,6210
casual,Stewart Ave & 63rd St,119
member,Stewart Ave & 63rd St,21
casual,Stewart Ave & 83rd St,98
member,Stewart Ave & 83rd St,16
casual,Stockton Dr & Wrightwood Ave,7788
member,Stockton Dr & Wrightwood Ave,9353
casual,Stony Is Ave & 73rd St,1
member,Stony Is Ave & 73rd St,2
casual,Stony Island Ave & 64th St,307
member,Stony Island Ave & 64th St,133
casual,Stony Island Ave & 67th St,262
member,Stony Island Ave & 67th St,62
casual,Stony Island Ave & 71st St,332
member,Stony Island Ave & 71st St,58
casual,Stony Island Ave & 75th St,198
member,Stony Island Ave & 75th St,109
casual,Stony Island Ave & 82nd St,103
member,Stony Island Ave & 82nd St,47
member,Stony Island Ave & 86th St,1
casual,Stony Island Ave & 90th St,150
member,Stony Island Ave & 90th St,48
casual,Stony Island Ave & South Chicago Ave,95
member,Stony Island Ave & South Chicago Ave,24
casual,Streeter Dr & Grand Ave,68238
member,Streeter Dr & Grand Ave,14784
casual,Strohacker Park,3
casual,Summit Ave & 86th St,76
member,Summit Ave & 86th St,19
casual,Talman Ave & 51st St - midblock,2
member,Talman Ave & 51st St - midblock,2
casual,Talman Ave & Addison St,1306
member,Talman Ave & Addison St,1789
casual,The Montessori School of Englewood,1
casual,Theater on the Lake,21558
member,Theater on the Lake,13638
casual,Throop St & 52nd St,61
member,Throop St & 52nd St,12
casual,Throop St & 58th St,1
casual,Throop St & Taylor St,1692
member,Throop St & Taylor St,5648
member,Throop/Hastings Mobile Station,1
casual,Torrence Ave & 106th St,46
member,Torrence Ave & 106th St,2
casual,Torrence Ave & 126th Pl,41
member,Torrence Ave & 126th Pl,5
casual,Tripp Ave & 15th St,13
member,Tripp Ave & 15th St,3
casual,Tripp Ave & 31st St,48
member,Tripp Ave & 31st St,4
casual,Tripp Ave & 65th St,43
member,Tripp Ave & 65th St,17
casual,Troy Ave & 27th St,4
member,Troy Ave & 27th St,4
casual,Troy St & Elston Ave,1017
member,Troy St & Elston Ave,1287
casual,Troy St & Grace St,73
member,Troy St & Grace St,91
casual,Troy St & Jackson Blvd,4
casual,Troy St & North Ave,1570
member,Troy St & North Ave,1163
casual,Union Ave & Root St,173
member,Union Ave & Root St,306
casual,University Ave & 57th St,4509
member,University Ave & 57th St,16700
casual,University Library (NU),1233
member,University Library (NU),1847
casual,Valli Produce - Evanston Plaza,400
member,Valli Produce - Evanston Plaza,518
casual,Vernon Ave & 107th St,79
member,Vernon Ave & 107th St,1
casual,Vernon Ave & 75th St,93
member,Vernon Ave & 75th St,18
casual,Vernon Ave & 79th St,89
member,Vernon Ave & 79th St,34
casual,Vincennes Ave & 104th St,56
member,Vincennes Ave & 104th St,42
casual,Vincennes Ave & 75th St,97
member,Vincennes Ave & 75th St,13
casual,Virginia Ave & Catalpa Ave,30
member,Virginia Ave & Catalpa Ave,45
casual,W 103rd St & S Avers Ave,103
member,W 103rd St & S Avers Ave,14
casual,W Armitage Ave & N Sheffield Ave,418
member,W Armitage Ave & N Sheffield Ave,615
casual,W Oakdale Ave & N Broadway,760
member,W Oakdale Ave & N Broadway,669
casual,W Washington Blvd & N Peoria St,83
member,W Washington Blvd & N Peoria St,128
casual,Wabash Ave & 16th St,2979
member,Wabash Ave & 16th St,5783
casual,Wabash Ave & 83rd St,24
member,Wabash Ave & 83rd St,26
casual,Wabash Ave & 87th St,174
member,Wabash Ave & 87th St,56
casual,Wabash Ave & 9th St,7291
member,Wabash Ave & 9th St,9296
casual,Wabash Ave & Adams St,4814
member,Wabash Ave & Adams St,5816
casual,Wabash Ave & Cermak Rd,2156
member,Wabash Ave & Cermak Rd,1788
casual,Wabash Ave & Grand Ave,15596
member,Wabash Ave & Grand Ave,15883
casual,Wabash Ave & Roosevelt Rd,8991
member,Wabash Ave & Roosevelt Rd,13492
casual,Wabash Ave & Wacker Pl,9384
member,Wabash Ave & Wacker Pl,5451
casual,Wacker Dr & Washington St,2544
member,Wacker Dr & Washington St,6215
casual,Walden Pkwy & 100th St,141
member,Walden Pkwy & 100th St,33
casual,Walden Pkwy & 103rd St,5
member,Walden Pkwy & 103rd St,1
casual,Wallace St & 35th St,613
member,Wallace St & 35th St,1707
casual,Waller Ave & Chicago Ave,1
member,Waller Ave & Chicago Ave,3
casual,Walsh Park,3094
member,Walsh Park,4666
casual,Warren Park East,443
member,Warren Park East,610
casual,Warren Park West,656
member,Warren Park West,476
casual,Washtenaw Ave & Lawrence Ave,995
member,Washtenaw Ave & Lawrence Ave,1848
casual,Washtenaw Ave & Madison St,14
member,Washtenaw Ave & Madison St,6
casual,Washtenaw Ave & Ogden Ave,444
member,Washtenaw Ave & Ogden Ave,616
casual,Washtenaw Ave & Peterson Ave,23
member,Washtenaw Ave & Peterson Ave,12
casual,Washtenaw Ave & Polk St,38
member,Washtenaw Ave & Polk St,27
casual,Washtenaw Ave & Superior St,5
member,Washtenaw Ave & Superior St,10
casual,Wells St & 19th St,1415
member,Wells St & 19th St,1246
casual,Wells St & Concord Ln,18316
member,Wells St & Concord Ln,23658
casual,Wells St & Elm St,14658
member,Wells St & Elm St,20728
casual,Wells St & Evergreen Ave,11908
member,Wells St & Evergreen Ave,12937
casual,Wells St & Hubbard St,8883
member,Wells St & Hubbard St,15546
casual,Wells St & Huron St,10911
member,Wells St & Huron St,18037
casual,Wells St & Polk St,4970
member,Wells St & Polk St,6997
casual,Wells St & Walton St,3199
member,Wells St & Walton St,5368
casual,Wentworth Ave & 104th St,60
member,Wentworth Ave & 104th St,10
casual,Wentworth Ave & 24th St (Temp),1038
member,Wentworth Ave & 24th St (Temp),1117
casual,Wentworth Ave & 33rd St,738
member,Wentworth Ave & 33rd St,2111
casual,Wentworth Ave & 35th St,778
member,Wentworth Ave & 35th St,860
casual,Wentworth Ave & 63rd St,117
member,Wentworth Ave & 63rd St,61
casual,Wentworth Ave & Cermak Rd,5641
member,Wentworth Ave & Cermak Rd,4030
casual,WEST CHI-WATSON,81
member,WEST CHI-WATSON,2
casual,Western & 28th - Velasquez Institute Vaccination Site,52
member,Western & 28th - Velasquez Institute Vaccination Site,82
casual,Western Ave & 104th St,131
member,Western Ave & 104th St,31
casual,Western Ave & 105th St,1
member,Western Ave & 105th St,1
casual,Western Ave & 106th St - East,1
casual,Western Ave & 111th St,145
member,Western Ave & 111th St,13
casual,Western Ave & 111th St - SW,1
casual,Western Ave & 118th St,2
casual,Western Ave & 21st St,632
member,Western Ave & 21st St,994
casual,Western Ave & 24th St,351
member,Western Ave & 24th St,624
casual,Western Ave & 62nd St,10
member,Western Ave & 62nd St,10
member,Western Ave & 79th St,2
casual,Western Ave & 92nd Pl,2
member,Western Ave & 92nd Pl,1
casual,Western Ave & Ardmore Ave,30
member,Western Ave & Ardmore Ave,18
casual,Western Ave & Congress Pkwy,1102
member,Western Ave & Congress Pkwy,2487
casual,Western Ave & Division St,2416
member,Western Ave & Division St,2597
casual,Western Ave & Fillmore St,915
member,Western Ave & Fillmore St,4238
casual,Western Ave & Grace St,54
member,Western Ave & Grace St,61
casual,Western Ave & Granville Ave,648
member,Western Ave & Granville Ave,664
casual,Western Ave & Gunnison St,46
member,Western Ave & Gunnison St,101
casual,Western Ave & Howard St,377
member,Western Ave & Howard St,430
casual,Western Ave & Jarvis Ave,13
member,Western Ave & Jarvis Ave,23
casual,Western Ave & Lake St,8
member,Western Ave & Lake St,9
casual,Western Ave & Leland Ave,2370
member,Western Ave & Leland Ave,4240
casual,Western Ave & Lunt Ave,573
member,Western Ave & Lunt Ave,1020
casual,Western Ave & Monroe St,752
member,Western Ave & Monroe St,1460
casual,Western Ave & Roscoe St,1269
member,Western Ave & Roscoe St,1553
casual,Western Ave & Walton St,3214
member,Western Ave & Walton St,3506
casual,Western Ave & Winnebago Ave,4105
member,Western Ave & Winnebago Ave,4964
casual,Western Blvd & 48th Pl,253
member,Western Blvd & 48th Pl,49
casual,Western Blvd & 49th St,9
member,Western Blvd & 49th St,2
casual,Whipple St & Irving Park Rd,1
member,Whipple St & Irving Park Rd,1
casual,Whipple St & Roosevelt Rd,3
member,Whipple St & Roosevelt Rd,2
casual,Whipple/Irving Park,30
member,Whipple/Irving Park,14
casual,Wilton Ave & Belmont Ave,11589
member,Wilton Ave & Belmont Ave,15198
casual,Wilton Ave & Diversey Pkwy,7295
member,Wilton Ave & Diversey Pkwy,11206
casual,Wilton Ave & Diversey Pkwy - Charging,3
member,Wilton Ave & Diversey Pkwy - Charging,15
casual,Winchester (Ravenswood) Ave & Balmoral Ave,781
member,Winchester (Ravenswood) Ave & Balmoral Ave,1295
casual,Winchester Ave & Elston Ave,1697
member,Winchester Ave & Elston Ave,2160
casual,Winthrop Ave & Lawrence Ave,2798
member,Winthrop Ave & Lawrence Ave,3574
casual,Wolcott (Ravenswood) Ave & Montrose Ave,1694
member,Wolcott (Ravenswood) Ave & Montrose Ave,3054
casual,Wolcott Ave & Fargo Ave,198
member,Wolcott Ave & Fargo Ave,215
casual,Wolcott Ave & Polk St,1185
member,Wolcott Ave & Polk St,8542
casual,Wood St & 103rd St,7
member,Wood St & 103rd St,1
casual,Wood St & 35th St,420
member,Wood St & 35th St,331
casual,Wood St & Augusta Blvd,2168
member,Wood St & Augusta Blvd,3498
casual,Wood St & Chicago Ave,2655
member,Wood St & Chicago Ave,4573
casual,Wood St & Hubbard St,1574
member,Wood St & Hubbard St,2858
casual,Wood St & Milwaukee Ave,7308
member,Wood St & Milwaukee Ave,8814
casual,Wood St & Taylor St (Temp),832
member,Wood St & Taylor St (Temp),5723
casual,Woodlawn & 103rd - Olive Harvey Vaccination Site,9
member,Woodlawn & 103rd - Olive Harvey Vaccination Site,7
casual,Woodlawn Ave & 55th St,2249
member,Woodlawn Ave & 55th St,4607
casual,Woodlawn Ave & 75th St,49
member,Woodlawn Ave & 75th St,8
casual,Woodlawn Ave & Lake Park Ave,777
member,Woodlawn Ave & Lake Park Ave,683
casual,Yates Blvd & 75th St,171
member,Yates Blvd & 75th St,27
casual,Yates Blvd & 93rd St,52
member,Yates Blvd & 93rd St,29
casual,Yates Blvd & Exchange Ave,1
